sample_id,inputpfda_chamfer_distance,inputpfda_gaussian_distance,inputpfda_pger,inputpfda_event_count_ratio,inputpfda_temporal_overlap,inputpfda_voxel_mse,inputpfda_pmse_2,inputpfda_pmse_4,inputpfda_rf1,inputpfda_tf1,inputpfda_tpf1,inputpfdb_chamfer_distance,inputpfdb_gaussian_distance,inputpfdb_pger,inputpfdb_event_count_ratio,inputpfdb_temporal_overlap,inputpfdb_voxel_mse,inputpfdb_pmse_2,inputpfdb_pmse_4,inputpfdb_rf1,inputpfdb_tf1,inputpfdb_tpf1,output_full_chamfer_distance,output_full_gaussian_distance,output_full_pger,output_full_event_count_ratio,output_full_temporal_overlap,output_full_voxel_mse,output_full_pmse_2,output_full_pmse_4,output_full_rf1,output_full_tf1,output_full_tpf1,output_full_old_chamfer_distance,output_full_old_gaussian_distance,output_full_old_pger,output_full_old_event_count_ratio,output_full_old_temporal_overlap,output_full_old_voxel_mse,output_full_old_pmse_2,output_full_old_pmse_4,output_full_old_rf1,output_full_old_tf1,output_full_old_tpf1,output_nolight_chamfer_distance,output_nolight_gaussian_distance,output_nolight_pger,output_nolight_event_count_ratio,output_nolight_temporal_overlap,output_nolight_voxel_mse,output_nolight_pmse_2,output_nolight_pmse_4,output_nolight_rf1,output_nolight_tf1,output_nolight_tpf1,output_physics_chamfer_distance,output_physics_gaussian_distance,output_physics_pger,output_physics_event_count_ratio,output_physics_temporal_overlap,output_physics_voxel_mse,output_physics_pmse_2,output_physics_pmse_4,output_physics_rf1,output_physics_tf1,output_physics_tpf1,output_physics_noRandom_method_chamfer_distance,output_physics_noRandom_method_gaussian_distance,output_physics_noRandom_method_pger,output_physics_noRandom_method_event_count_ratio,output_physics_noRandom_method_temporal_overlap,output_physics_noRandom_method_voxel_mse,output_physics_noRandom_method_pmse_2,output_physics_noRandom_method_pmse_4,output_physics_noRandom_method_rf1,output_physics_noRandom_method_tf1,output_physics_noRandom_method_tpf1,output_physics_noRandom_noTen_method_chamfer_distance,output_physics_noRandom_noTen_method_gaussian_distance,output_physics_noRandom_noTen_method_pger,output_physics_noRandom_noTen_method_event_count_ratio,output_physics_noRandom_noTen_method_temporal_overlap,output_physics_noRandom_noTen_method_voxel_mse,output_physics_noRandom_noTen_method_pmse_2,output_physics_noRandom_noTen_method_pmse_4,output_physics_noRandom_noTen_method_rf1,output_physics_noRandom_noTen_method_tf1,output_physics_noRandom_noTen_method_tpf1,output_simple_chamfer_distance,output_simple_gaussian_distance,output_simple_pger,output_simple_event_count_ratio,output_simple_temporal_overlap,output_simple_voxel_mse,output_simple_pmse_2,output_simple_pmse_4,output_simple_rf1,output_simple_tf1,output_simple_tpf1,output_simple_old_chamfer_distance,output_simple_old_gaussian_distance,output_simple_old_pger,output_simple_old_event_count_ratio,output_simple_old_temporal_overlap,output_simple_old_voxel_mse,output_simple_old_pmse_2,output_simple_old_pmse_4,output_simple_old_rf1,output_simple_old_tf1,output_simple_old_tpf1,output_simple_timeRandom_method_chamfer_distance,output_simple_timeRandom_method_gaussian_distance,output_simple_timeRandom_method_pger,output_simple_timeRandom_method_event_count_ratio,output_simple_timeRandom_method_temporal_overlap,output_simple_timeRandom_method_voxel_mse,output_simple_timeRandom_method_pmse_2,output_simple_timeRandom_method_pmse_4,output_simple_timeRandom_method_rf1,output_simple_timeRandom_method_tf1,output_simple_timeRandom_method_tpf1,outputbaseline_chamfer_distance,outputbaseline_gaussian_distance,outputbaseline_pger,outputbaseline_event_count_ratio,outputbaseline_temporal_overlap,outputbaseline_voxel_mse,outputbaseline_pmse_2,outputbaseline_pmse_4,outputbaseline_rf1,outputbaseline_tf1,outputbaseline_tpf1,input_chamfer_distance,input_gaussian_distance,input_pger,input_event_count_ratio,input_temporal_overlap,input_voxel_mse,input_pmse_2,input_pmse_4,input_rf1,input_tf1,input_tpf1,inputefr_chamfer_distance,inputefr_gaussian_distance,inputefr_pger,inputefr_event_count_ratio,inputefr_temporal_overlap,inputefr_voxel_mse,inputefr_pmse_2,inputefr_pmse_4,inputefr_rf1,inputefr_tf1,inputefr_tpf1
defocus_128ms_sample4,3.5854202761116816,0.9704801860786474,34.85558064236003,34.85558064236003,0.999939998799976,1.7787673711776733,0.8177557706832885,0.7995196938514709,0.020956258481610732,0.027794738331846165,0.031586108011508754,3.7916556205596397,0.984070548036155,4.263419717401283,4.263419717401283,0.999939998799976,0.23424789011478425,0.09664876163005828,0.09044265374541283,0.0030945390851048493,0.007478589454737919,0.012839427022997046,2.582896948680455,0.8141739810811415,1.3205008125643538,1.3205008125643538,0.999939998799976,0.10574373453855515,0.04280734285712242,0.04040039926767349,0.20925725116871638,0.21901802357077976,0.17687958570142337,3.1257248509725075,0.8876098461725698,1.1113957498542346,1.1113957498542346,0.9999499984999549,0.10064941346645355,0.04316324889659882,0.040593592822551726,0.15749452778977566,0.15620795772193202,0.13155422745068243,3.194426568418484,0.9337777474446186,0.29624173479388155,0.29624173479388155,0.9999799987999279,0.09620076417922974,0.043491851538419724,0.04109814167022705,0.043717374324699326,0.09831388969621484,0.12039254663581515,2.7558705612534675,0.8517975089386056,2.4959464824027093,2.4959464824027093,0.9999299992999929,0.14244311451911926,0.06003241986036301,0.057499910891056064,0.14721520716420688,0.16119555781580056,0.13778048966440307,3.5936866015201945,0.9869376423377167,1.5593978339887606,1.5593978339887606,0.999939998799976,0.1439825862646103,0.06827573627233505,0.06618136018514634,0.011461337966475443,0.02216282188116861,0.030580550171604,2.493552947444123,0.8094394768346922,2.309983996824176,2.309983996824176,0.999939998799976,0.14912695288658143,0.059224344044923785,0.05607342571020126,0.17293202667725568,0.17310118514418402,0.1519333699646425,3.496528836235363,0.9633426401014473,1.044042848813408,1.044042848813408,0.9999499984999549,0.11414119452238083,0.048972361534833905,0.046128863096237184,0.04348726818297582,0.05373423167345233,0.07371014060827963,3.377927919352122,0.9505318023631303,3.3362031534940266,3.3362031534940266,0.999939998799976,0.1741306960582733,0.07546504735946655,0.07145534306764603,0.07796576667263613,0.09364112429790293,0.09903420408404386,3.6442092551191174,0.9774050246194917,1.229797541217482,1.229797541217482,0.999939998799976,0.12399275600910187,0.051306305825710295,0.04790572300553322,0.022267309245248182,0.03646766038995169,0.049896292570256386,3.626756289927034,0.9810600346437424,7.436961133372204,7.436961133372204,0.9999299992999929,0.33102083802223203,0.093050517141819,0.07529078125953674,0.01990614857783745,0.030977560517660298,0.03403041656088497,3.5882705436203173,0.9706624966490636,35.91377513677133,35.91377513677133,0.9999299992999929,1.826681137084961,0.8408196330070495,0.822592842578888,0.02046503964968275,0.026872863269855368,0.03068483483976527,3.671744724272894,0.9818706053738273,0.7882835663511518,0.7882835663511518,0.7610208816705336,0.11456502228975296,0.04544906597584486,0.04186793603003025,0.014476232322755161,0.03547484841506274,0.041036323853070454
defocus_189ms_sample5,3.5664883000245307,0.971858939570718,37.59198677796658,37.59198677796658,0.999069981399628,1.9149097442626952,0.8819235563278198,0.8639773845672607,0.016413913845711975,0.028376501306151353,0.03235537268568959,3.787972654907708,0.9803614120308018,3.853887848380735,3.853887848380735,0.999069981399628,0.22124137580394745,0.09471567869186401,0.089714153110981,0.0021743310414679587,0.008456377110448401,0.012298201864581573,2.1053856138656872,0.7624549203745974,2.8117503690014014,2.8117503690014014,0.999059990599906,0.19210131764411925,0.07885387092828751,0.07672817260026932,0.179571233121221,0.26697729717801455,0.2184192421454246,2.1875771964036903,0.7121356175514161,1.796788757550575,1.796788757550575,0.999069981399628,0.0873675137758255,0.037457865476608274,0.035124772042036054,0.25863421045129553,0.20440788652553663,0.16442782352743118,3.1595493155572996,0.9358995604347905,0.2060640263944532,0.2060640263944532,0.9991499149914993,0.08076123297214508,0.036455708742141726,0.034420781582593915,0.0335807447017322,0.08500249660033354,0.11012901174814607,2.1121902404378896,0.7576943214394812,1.7254474529600734,1.7254474529600734,0.999069981399628,0.11562638133764266,0.047998321056365964,0.046013613045215604,0.20699237967428247,0.28750608978283865,0.24142864307436604,2.0818433419189244,0.7499217528943818,2.357949964650286,2.357949964650286,0.999069981399628,0.16097867786884307,0.06705161482095719,0.06500629037618637,0.21265724302867478,0.33186004590026924,0.28475449008014303,2.2119991458747683,0.7846794293752412,2.8761085546308127,2.8761085546308127,0.999069981399628,0.2168500989675522,0.08915509134531022,0.08651238977909088,0.1675725090002994,0.23616004471233243,0.21040401466578335,2.097042818591337,0.7521224129087686,2.5171756198603377,2.5171756198603377,0.999069981399628,0.1870760887861252,0.07856212556362152,0.07606659382581711,0.18419510777243084,0.25572515027623793,0.20820780489705784,2.4700093302621466,0.8136681491704524,2.6873875941108616,2.6873875941108616,0.999069981399628,0.14509024769067763,0.05525328516960144,0.052074775099754333,0.15156603353798825,0.19289428353282534,0.13833222973083067,2.262322311555689,0.7830956115203721,2.3507187775200626,2.3507187775200626,0.999069981399628,0.1669703781604767,0.06860418766736984,0.06580114141106605,0.17339388022325916,0.22471263104535516,0.18301871168716094,3.574849059227408,0.9807006944679346,7.781039529662752,7.781039529662752,0.999059990599906,0.33346898555755616,0.0912434384226799,0.07273409217596054,0.018376242215456997,0.03203944876926344,0.03408631667790173,3.5719598177656384,0.9721714464043846,38.457167929747094,38.457167929747094,0.999059990599906,1.9550456523895263,0.9040195941925049,0.8866586565971375,0.016073882051521198,0.027804942361997133,0.03176039995716916,3.6121684714433,0.9813232116960096,0.7235435297619786,0.7235435297619786,0.7668685250988437,0.09934102185070515,0.03870124835520983,0.03533837664872408,0.012988025890281675,0.037262639752017906,0.043273091207851694
defocus_227ms_sample6,3.7734371922936325,0.9952322406567851,813.7895600298285,813.7895600298285,0.999289985799716,0.8255123734474182,0.38169838190078736,0.3733076095581055,0.0005156412979629126,0.004419674950711751,0.00877998736924408,3.77153564676109,0.9949955664131609,110.5758389261745,110.5758389261745,0.999289985799716,0.08090104199945927,0.03125217724591493,0.028671879693865775,0.0004934285880959913,0.004266180115849498,0.00822916109878363,3.714149519115308,0.9951871578778044,83.6709917971663,83.6709917971663,0.999289985799716,0.12237963825464249,0.05658436119556427,0.05522124469280243,0.0005856868977439159,0.004235310318746857,0.008235703913631142,3.843573556548532,0.9955308499688946,10.082177479492916,10.082177479492916,0.9996098673549006,0.006660319119691849,0.0017726033460348845,0.001361953711602837,0.0006687541241814106,0.00399655394073766,0.007790069840212114,3.7015099326850645,0.9941038437036757,8.567636092468307,8.567636092468307,0.9993499479958398,0.005271728523075581,0.0012546895304694772,0.0005023015488404781,0.0008154228647238634,0.004694148111744149,0.008803673418165864,3.734415904385493,0.99527268895073,61.945413870246085,61.945413870246085,0.999289985799716,0.050605712831020354,0.021147898212075234,0.019971438124775885,0.000595895370840443,0.004238519332746329,0.008415769744464984,3.7406617886236506,0.995468970210917,60.02744220730798,60.02744220730798,0.999289985799716,0.08303898125886917,0.038481821119785306,0.037588396668434144,0.0006024056660347462,0.0042115035702915025,0.008031407802233496,3.7175385351864176,0.9951613153416933,86.56390753169276,86.56390753169276,0.999289985799716,0.1037483736872673,0.04796628877520561,0.04674812853336334,0.0006150490129580848,0.0044266313322930085,0.008341381714007246,3.7689900124125955,0.9953723685733641,81.33542132736764,81.33542132736764,0.999279992799928,0.11369474232196808,0.052694570273160934,0.051487378776073456,0.0006104719142372511,0.004415903400152086,0.00834483442517124,3.7790000149903413,0.9950072274779047,72.97270693512304,72.97270693512304,0.999289985799716,0.07942065447568894,0.03493468165397644,0.033685651049017905,0.0006605117548397594,0.004385359695856591,0.00818051513404457,3.7589967762663097,0.9949715506966283,83.24593586875466,83.24593586875466,0.999289985799716,0.07953702807426452,0.03267943263053894,0.03082161135971546,0.0006000737861831533,0.004365245824539146,0.008531947468577807,3.693755440978727,0.9946378763503134,170.8220730797912,170.8220730797912,0.999279992799928,0.1176529124379158,0.026785532757639886,0.0187796913087368,0.0005535078890635456,0.004508752481592861,0.008807835446773573,3.7741763883996726,0.995200873856651,833.3798657718121,833.3798657718121,0.999279992799928,0.8392824769020081,0.38686324954032897,0.37819291949272155,0.0005259952714933946,0.0044321070429408325,0.008801469934446828,3.767384244472457,0.9949591054324749,18.666219239373604,18.666219239373604,0.7738549140872838,0.013414917048066854,0.0019596862694015726,0.0007723490489297546,0.0006657924766777506,0.004343390085843168,0.008396860470342805
defocus_25ms_sample1,3.6402115521738225,0.9773502703281708,41.82834674446984,41.82834674446984,0.999759995199904,2.1322235584259035,0.9881248474121094,0.9674464106559754,0.021243479875696324,0.025006809926996387,0.02901230901239239,3.7816312924858195,0.9870914473715893,5.012862921459677,5.012862921459677,0.9998499834981849,0.2719073086977005,0.1153585933148861,0.10935531035065651,0.0032142446958129144,0.00818748734727285,0.012177245897542738,3.182148570749278,0.9359813381331209,3.349888188908092,3.349888188908092,0.999759995199904,0.16739819347858428,0.0775183007121086,0.07488811016082764,0.10231942443794753,0.1401752050687719,0.1430584458897989,3.04193417393794,0.9112788368798723,1.385642960237374,1.385642960237374,0.999759995199904,0.09982918351888656,0.04499795585870743,0.043035347014665604,0.11761486681063252,0.13842892920585403,0.15705456230294979,3.413946713823931,0.9545833515659607,0.3123710765456877,0.3123710765456877,0.9997699930997931,0.0855854481458664,0.0387293703854084,0.03613545298576355,0.03146825682594084,0.05437868059023525,0.06873974016534257,3.262975733862716,0.9480452008825304,3.5208631444624086,3.5208631444624086,0.999759995199904,0.19885945618152617,0.09221432507038116,0.08942307233810425,0.08580639088990805,0.1178378175429553,0.11624097688273187,3.3662973887775562,0.9670096371142448,4.412226744222061,4.412226744222061,0.9997499974999751,0.2401044934988022,0.11398166865110397,0.11139228194952011,0.04747427037237341,0.10313458566609376,0.10651510035304781,2.8624198478056813,0.8878394711908993,4.443710393785657,4.443710393785657,0.9997499974999751,0.223635333776474,0.10528168827295303,0.10261979401111603,0.15694885336684614,0.16161163446220841,0.15749840402059884,3.1356962068334986,0.922867186311053,1.640869586763549,1.640869586763549,0.999759995199904,0.1080843910574913,0.045528820157051085,0.04263442158699036,0.11771429508296585,0.15183045211307578,0.1342570761893205,3.3798372026384937,0.9578555437747936,1.5352220425811327,1.5352220425811327,0.999759995199904,0.11303946971893311,0.047685109078884125,0.0445641964673996,0.05284230729084789,0.07258503267973443,0.08630752591167842,3.109208138654098,0.9220622598111993,3.841559656328012,3.841559656328012,0.9997499974999751,0.20494880974292756,0.09240583330392838,0.08882560431957245,0.11262757186696919,0.12408996786517454,0.11394196525484127,3.649210714904581,0.9832086296474367,8.702607273605768,8.702607273605768,0.9997499974999751,0.36314827799797056,0.09839583188295364,0.07784443199634553,0.016139154877324854,0.02817804372361034,0.0313431873687469,3.645097140202453,0.9776305275265449,42.515563732322384,42.515563732322384,0.9997499974999751,2.1598894596099854,1.0020565271377564,0.9815039515495301,0.020909981128254915,0.024692618174867204,0.028727540902402572,3.663292952303093,0.9813780700582685,0.81391351210719,0.81391351210719,0.7761918098705664,0.10456166602671146,0.040288327261805534,0.03669207450002432,0.01505385469627963,0.03315123744792372,0.0386258995052148
defocus_275ms_sample7,3.6003256841457323,0.9788437638560894,43.66885072213238,43.66885072213238,0.999669983499175,2.2294938564300537,1.034114623069763,1.0129551887512207,0.018669075220067465,0.024194022870470868,0.02826593851927759,3.799900789356998,0.9880734618506807,5.194675241795077,5.194675241795077,0.999669983499175,0.2849104776978493,0.12241971790790558,0.11651725769042968,0.0030961364931163158,0.007920776982078626,0.011830763827052683,3.228302043498644,0.9364313913214872,3.9177370087424177,3.9177370087424177,0.9996599863994561,0.19113931953907012,0.08912292271852493,0.08633507192134857,0.10908742563944054,0.13460076129511916,0.13360904567446474,3.181077344555461,0.9182705106199562,1.5705806179792685,1.5705806179792685,0.999679980798848,0.10439160317182541,0.047467692941427234,0.04553544670343399,0.12388390945102792,0.1316634472846127,0.14689815646254942,3.372089437026419,0.9544364471299374,0.2822914924069221,0.2822914924069221,0.999669983499175,0.0858461931347847,0.03915492668747902,0.03664026856422424,0.03093013196218717,0.051308528490741634,0.06563550357430055,3.348396842622156,0.9520168831384263,3.4652131080503357,3.4652131080503357,0.9996599863994561,0.20032177865505219,0.09228261262178421,0.08940132111310958,0.08453103624630047,0.11254562944506799,0.11068270140479011,3.434990465713552,0.967408389446986,4.411330446042987,4.411330446042987,0.9996599863994561,0.23793839514255524,0.11259180754423141,0.10988846570253372,0.052746990100606995,0.10402177542338915,0.1059503844219368,3.0219647820532813,0.9080897635068215,4.658125615717764,4.658125615717764,0.9996599863994561,0.24829483926296234,0.11685938686132431,0.11398423463106155,0.14049981645103538,0.15281685639319337,0.14982837940391247,3.056180549306396,0.9132543282860416,1.326542624708018,1.326542624708018,0.9996599863994561,0.1001632496714592,0.04203590899705887,0.039268233627080915,0.13521287371436536,0.1571471577215228,0.13930757534203184,3.4017935162039747,0.9553473422648745,1.1759698135653078,1.1759698135653078,0.9996599863994561,0.10457552075386048,0.043942037224769595,0.040977371484041215,0.06289461598106241,0.08668607151888605,0.09818087286876177,3.1765048416399875,0.9291332671242245,3.8492351158943476,3.8492351158943476,0.9996599863994561,0.2126111626625061,0.09576550275087356,0.09206993728876114,0.11103970168821675,0.12180762558681928,0.11192295593111756,3.6295072943929307,0.9840752479828442,9.086538163658556,9.086538163658556,0.9996299962999631,0.37712223529815675,0.10210087150335312,0.08068582564592361,0.015568100704482044,0.026388628483181263,0.030231758773607686,3.604754602060634,0.9790621605649363,44.31134407702746,44.31134407702746,0.9996599863994561,2.256536912918091,1.0476773738861085,1.0266484022140503,0.018404671731431024,0.02393600446147735,0.028050994731476254,3.6764505043928515,0.9868542328584358,0.8641176725713613,0.8641176725713613,0.7787559272523558,0.10763071663677692,0.041252631694078445,0.037494135089218616,0.013688157399243011,0.030135558063948412,0.035518749454379245
defocus_283ms_sample8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defocus_336ms_sample9,3.5790295912214547,0.9688634244338452,32.59883589318994,32.59883589318994,1.0,1.620569109916687,0.7407140135765076,0.7246049880981446,0.017830569615499916,0.028904127012690913,0.03268850981578409,3.8240552789588276,0.9865831012051504,4.570052623581691,4.570052623581691,1.0,0.23743237555027008,0.09956904351711274,0.09370291531085968,0.003494055038849372,0.009151663373752283,0.013169577997740439,2.5569471352807325,0.7689520417809531,2.6490252078429912,2.6490252078429912,0.999989999799996,0.12128320038318634,0.050387919694185254,0.046992380172014236,0.19989409845908787,0.15984851357763175,0.12767645814441123,2.938593896290503,0.8412455555761754,0.9832361177006875,0.9832361177006875,0.999989999699991,0.0851580411195755,0.03764917030930519,0.03562474101781845,0.18609753726862094,0.18956440466062174,0.16021826695606983,3.2989976796114093,0.9422733221189884,0.20763522585966837,0.20763522585966837,0.999979999399982,0.08375447541475296,0.037943572551012036,0.035841692984104154,0.02885048650912994,0.07165099497675617,0.09306407184805437,2.348539378328252,0.7776738424408105,1.8861879378192068,1.8861879378192068,0.999989999799996,0.11475984603166581,0.043898224085569384,0.04134064987301826,0.18942758137509597,0.22692267374657815,0.18108997798545662,1.5318243218134788,0.6126979999226144,1.4522216950561122,1.4522216950561122,1.0,0.09438915997743606,0.039558959752321245,0.037718155235052106,0.30408729269098755,0.3934650760318362,0.3234533699968304,2.572164698900646,0.8134721933020608,3.4751875315912044,3.4751875315912044,0.999989999799996,0.18762239515781404,0.07883870452642441,0.07588717490434646,0.13701706298194502,0.16296210704272454,0.1493410038252715,1.9512675886016129,0.6645371205308652,2.1791465490776143,2.1791465490776143,0.999989999799996,0.13249723315238954,0.058262836933135984,0.05567422583699226,0.31442227594288047,0.25859159510070373,0.2078813829623173,2.1739350692004265,0.7385713121606536,2.1765696370926477,2.1765696370926477,1.0,0.13415893465280532,0.050953399389982224,0.04809512570500374,0.2038526345371056,0.2271288727409328,0.1676542669275656,2.304652973915331,0.7588138588260741,2.1241042052350694,2.1241042052350694,0.999989999799996,0.13162385821342468,0.05211224406957626,0.04907072931528091,0.21145085204113462,0.2180424231044767,0.16535801550801565,3.6200316560134764,0.978926733654561,6.880354999860456,6.880354999860456,0.999979999799998,0.30089362859725954,0.08274610191583634,0.06620562076568604,0.02111320762819837,0.03362926802380414,0.034935224750095514,3.584096492922358,0.9693632654989524,33.29481299557491,33.29481299557491,0.999989999799996,1.6445492267608643,0.7502487182617188,0.7337540626525879,0.01733537796211849,0.027954892619652966,0.03176982264138308,3.6590911720928743,0.9799732677044241,0.7760691393858205,0.7760691393858205,0.7786833605008149,0.10276448540389538,0.039602152071893215,0.036087989807128906,0.01841838484381724,0.038890850530050855,0.04482666227718835
defocus_361ms_sample10,3.565417482705341,0.9697442867986618,26.855206214969495,26.855206214969495,0.9997099825989559,1.3524722576141357,0.6131056308746338,0.5992696642875671,0.021339627910872166,0.032637532250167654,0.03612819802317739,3.65565069973034,0.9851035015792616,4.399171048063092,4.399171048063092,0.9997099825989559,0.24266560971736909,0.1017454519867897,0.09605904594063759,0.002478246317676815,0.009454752087593287,0.013780198000917848,1.9308240130316876,0.6691184030079742,3.277426094935767,3.277426094935767,0.9997099825989559,0.2068449705839157,0.09496674537658692,0.09191541373729706,0.31106302100897826,0.1901922954916637,0.1520425658312583,3.042366223324461,0.8725535132701728,1.8544374038986162,1.8544374038986162,0.9997099825989559,0.11633357703685761,0.05067666694521904,0.04792892262339592,0.17378062073732045,0.14069311606633345,0.12371340927727717,3.2470860222075606,0.9336907688171145,0.2633890928029364,0.2633890928029364,0.9997199803986279,0.0946602389216423,0.04261282309889793,0.0403985932469368,0.038683573011157456,0.07872730822875389,0.10206165673747929,2.569262757253971,0.7854597218974764,2.31052217151927,2.31052217151927,0.9997099825989559,0.125237874686718,0.054601246118545534,0.05171637237071991,0.24069056193922492,0.17418063173035842,0.1387255852397645,1.8240494668572054,0.6843557463238014,1.8276003174445712,1.8276003174445712,0.9997099825989559,0.11953938901424407,0.05212646424770355,0.04971554055809975,0.3338172879643521,0.26390257231060615,0.21531344436737615,1.8279042199772189,0.6795883271848148,2.7818343584147613,2.7818343584147613,0.9997099825989559,0.18376847207546235,0.08497582077980041,0.08238726109266281,0.32516407495187216,0.22358001133391364,0.19238652765951944,2.059203954791366,0.7068231643263455,3.2315082337185657,3.2315082337185657,0.9997099825989559,0.23338826596736909,0.10808354765176773,0.10522674769163132,0.3285709630310115,0.22989796379378252,0.18655793640360727,2.617446730648009,0.799322795607111,2.7361924011705767,2.7361924011705767,0.99969998499925,0.15511361062526702,0.06066742017865181,0.05628096461296082,0.1650487873205201,0.13485379882286927,0.09846099588600717,2.221489901276988,0.7296356553145382,2.5396836714448687,2.5396836714448687,0.9997099825989559,0.12854158580303193,0.05399978533387184,0.0507175974547863,0.3112425675465492,0.18244346923404914,0.14666600138954483,3.62098956912966,0.9773525820713875,5.8116226873666985,5.8116226873666985,0.999659996599966,0.27398128509521485,0.07841747999191284,0.06430009007453918,0.024180005702605565,0.03652501214178302,0.03852839891616567,3.572432195342199,0.9704243056977199,27.62317097366202,27.62317097366202,0.9997099825989559,1.3783873558044433,0.6226406574249268,0.6082154631614685,0.020578969664696405,0.031036658326009898,0.03441468325121991,3.613917235317602,0.9803564882994813,0.614289345766579,0.614289345766579,0.7758915620467164,0.10760691203176975,0.04413626343011856,0.04114195238798857,0.017181708543942627,0.042064639684821895,0.048269906659087
defocus_41ms_sample2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defocus_91ms_sample3,3.5958051861047666,0.9713338361306656,27.495439612281785,27.495439612281785,0.9999099819963994,1.2140605449676514,0.5611485958099365,0.5500030875205993,0.025717072419200508,0.035722712188640995,0.03922935782253756,3.65804600328945,0.9839836512057472,3.6571429654077443,3.6571429654077443,0.9999099819963994,0.18903954625129699,0.08194032683968544,0.07813421115279198,0.0025720922366611913,0.009315589340889819,0.014091974874741241,3.0893449820921464,0.8774092984127049,4.639579694054254,4.639579694054254,0.9999599919983997,0.19808317124843597,0.09116831421852112,0.08798372149467468,0.13935484507832152,0.11087519140725774,0.10118366570507045,3.301981885677847,0.9124094380832047,1.5576935464924613,1.5576935464924613,0.9999599919983997,0.0934208169579506,0.041048675775527954,0.038912931084632875,0.13276235172823553,0.11642765552645973,0.1265019822113817,3.2675407025009346,0.9363859516978352,0.26865173946487914,0.26865173946487914,0.9999099819963994,0.07965486645698547,0.03605571463704109,0.034219027310609815,0.03970473789331926,0.08306026304031594,0.10483974939169041,3.4759027652129704,0.9418635987021785,2.693353239637291,2.693353239637291,0.9999599919983997,0.13571313619613648,0.0612871803343296,0.05879563093185425,0.11138475618968839,0.11380679420659667,0.10448158499746218,2.5952904160971464,0.8050997702148267,2.9381931997741595,2.9381931997741595,0.9999599919983997,0.12452807575464249,0.05703233703970909,0.05491571798920632,0.24563057738865987,0.18526792379530055,0.1581448089691949,2.6224854727816718,0.8130414292520242,3.470362216420427,3.470362216420427,0.9999599919983997,0.1681018888950348,0.0780835583806038,0.07574723809957504,0.24096312741156622,0.1620337572561811,0.1450511494568028,2.3805938966870084,0.7654328857995951,4.078509907049181,4.078509907049181,0.9999599919983997,0.20606624186038972,0.09581669121980667,0.09335077852010727,0.26598548210673867,0.17823312144843045,0.1486949623479389,3.1939958375345228,0.8934600241799866,2.2444231403204964,2.2444231403204964,0.9999499899979996,0.11155737340450286,0.0455518901348114,0.04239058643579483,0.15736533912553075,0.13384161991396828,0.10691889767562635,2.6665919041227464,0.8036336994690847,2.4797520301019693,2.4797520301019693,0.9999599919983997,0.099367755651474,0.04075717106461525,0.03790532127022743,0.24025751954471036,0.1528875229096875,0.11890053391315032,3.642166470990866,0.9788481136929451,5.775610735762761,5.775610735762761,0.999809998099981,0.23089876174926757,0.06805869489908219,0.05659611076116562,0.024418280782231534,0.03891121104321229,0.0413544133385948,3.595213532565849,0.970679716458097,28.050120688283194,28.050120688283194,0.9999099819963994,1.2311928749084473,0.5678808212280273,0.556435513496399,0.02502538219965362,0.0343735874629178,0.03770697640646199,3.633448636151075,0.9794685143590762,0.5476860816284771,0.5476860816284771,0.777745549109822,0.08859171532094479,0.03710800223052502,0.03483780473470688,0.01744692570659888,0.04452188891505293,0.05112187642113972
