sample_id,inputpfda_kernel_pixel_temporal,inputpfda_kernel_balanced,inputpfda_kernel_coarse_temporal,inputpfdb_kernel_pixel_temporal,inputpfdb_kernel_balanced,inputpfdb_kernel_coarse_temporal,output_full_kernel_pixel_temporal,output_full_kernel_balanced,output_full_kernel_coarse_temporal,output_full_old_kernel_pixel_temporal,output_full_old_kernel_balanced,output_full_old_kernel_coarse_temporal,output_nolight_kernel_pixel_temporal,output_nolight_kernel_balanced,output_nolight_kernel_coarse_temporal,output_physics_kernel_pixel_temporal,output_physics_kernel_balanced,output_physics_kernel_coarse_temporal,output_physics_noRandom_method_kernel_pixel_temporal,output_physics_noRandom_method_kernel_balanced,output_physics_noRandom_method_kernel_coarse_temporal,output_physics_noRandom_noTen_method_kernel_pixel_temporal,output_physics_noRandom_noTen_method_kernel_balanced,output_physics_noRandom_noTen_method_kernel_coarse_temporal,output_simple_kernel_pixel_temporal,output_simple_kernel_balanced,output_simple_kernel_coarse_temporal,output_simple_old_kernel_pixel_temporal,output_simple_old_kernel_balanced,output_simple_old_kernel_coarse_temporal,output_simple_timeRandom_method_kernel_pixel_temporal,output_simple_timeRandom_method_kernel_balanced,output_simple_timeRandom_method_kernel_coarse_temporal,outputbaseline_kernel_pixel_temporal,outputbaseline_kernel_balanced,outputbaseline_kernel_coarse_temporal,input_kernel_pixel_temporal,input_kernel_balanced,input_kernel_coarse_temporal,inputefr_kernel_pixel_temporal,inputefr_kernel_balanced,inputefr_kernel_coarse_temporal
redandfull_sixflare_113ms_sample6,1.2942149688885176,2.0246348640100917,3.659080974823759,3.360808423992755,17.220152594346303,19.643850382722785,4.409473940855568,4.798894639381644,6.114058468437152,0.3450257165494315,1.069802585595973,2.1800399710381857,0.209180352270028,1.4926550389675313,5.571242006593036,8.20439201110658,11.212056596984809,15.73896820877509,3.1387189773430486,4.191920162232382,5.998155130951978,2.923956924525484,3.3298804145979335,4.182022725926584,7.448940993815831,8.808909773361519,11.182115515675413,8.774515729654501,9.987054285454992,12.392391496813435,8.836955238093793,11.40311882731923,14.960864270625388,11.466776423619551,11.555208021106779,13.221072372954067,1.267669335454001,1.9933012122392983,3.63840577275256,0.031603148630700455,8.391060928276415,28.749173570068592
redandfull_sixflare_12ms_sample1,1.2823264845043802,1.988289707046623,3.610628298739807,4.044765155881483,18.133375676587924,20.624331697239068,7.6482270104200225,8.951716266359753,11.62242361810804,0.310524892118141,1.2679004999011811,3.7865510215601983,0.2984238217491002,1.7923872880668932,7.528906740678012,8.585132725140166,10.958864153446802,13.82645355948051,3.2510858496002304,3.7509398702156247,4.660078369689069,2.9692570072704716,3.4334112345554675,4.632630393117188,4.121298343763982,5.349793393970344,7.9071643644507175,9.199319410328696,10.302019474171376,12.575475524566018,8.53202837663304,12.697738768090362,18.178792497580744,11.900097012682462,11.988453416728827,13.709626997241529,1.271134638542509,1.978662079866401,3.616946582158531,0.02369905286709318,7.609173588329075,29.354316570922272
redandfull_sixflare_137ms_sample7,1.4132345094571226,2.350250230824868,4.088767976825062,3.0832417110274517,16.890832797730116,19.256828256557426,2.5260235672591813,2.9509477290174684,3.9595945688135785,8.998527796632708,10.147511156061409,12.830447865581156,0.3269814209919686,1.9034067030487571,7.222008423309265,6.405682038507146,7.0589719036874525,8.703681165136532,2.324089228956155,2.615062796737947,3.369774991502719,3.96499673803493,4.86205133999838,6.374438238337576,2.548763505097443,3.3241650639722153,5.266992986478017,8.120787962768745,10.176527137818686,12.30221256034511,5.125373983348913,8.029740554791855,12.016110512191597,11.094847286884429,11.192051377095574,12.812921095831225,1.4048163736131953,2.343200076107977,4.104706713186167,0.029980310909165492,8.901049057393577,28.35863868455218
redandfull_sixflare_141ms_sample8,1.2176377798788387,2.160586822711729,4.5690574944297655,1.8726802578019057,12.134411425713305,13.969910864087618,6.808985614119793,7.557814111216748,9.345979246207452,0.7630556797282808,4.249101969174165,11.728412514498073,0.915987520012111,4.652038557691317,13.966759246613735,5.275185230795701,6.769529112811608,9.245564960383447,2.608193537330569,3.4976154301501414,5.493639673380451,1.9119407137577538,2.778685405456628,4.106689771069499,3.1872697125739364,4.113631556637106,6.439027267217734,5.025264754071679,6.039239662832254,8.218615898386973,4.425098533249046,6.68136650561863,11.064221109709933,7.885812816345724,8.001685838583663,9.305655851261461,1.2143903639704583,2.15645056631078,4.585780193955375,0.014470127885202671,6.419015236051746,23.908790174973724
redandfull_sixflare_168ms_sample9,1.4362445075888302,2.4206490704648576,4.5726503367937,2.3679223668122455,13.704715746760664,15.70089617609454,3.2390123871254968,3.694242573511666,4.763935497319115,7.353439629415167,8.206034866683348,10.436184650847814,0.20108329147289017,1.068988823289612,4.241498015000238,1.7868219397575167,10.209370576867357,15.64732838066684,1.8597494003433774,2.3882466483295035,3.7200662329839345,1.9002639506616958,2.5344389015383273,4.178818464760677,2.791012457549156,3.3907629560069283,4.745018002975868,6.808540252882786,7.776027191330191,9.36290676575615,4.243419599717853,6.534283108567716,8.729108309742324,8.946214873769476,9.031957416449007,10.422395141466767,1.416325797712344,2.393017115742584,4.557491545680154,0.050010171322965175,7.630637869745295,25.660432566125913
redandfull_sixflare_180ms_sample10,1.3135486774896465,2.2172123394007452,4.321792373813004,0.08864800779729604,14.464991563642583,16.59383338275162,6.161998796295217,7.5187722913047255,9.381147312285556,1.1956679863299062,4.936315477542476,12.10871389827675,0.7526230799042138,3.5831298752871006,11.573401668548186,7.822604628100348,9.945432387201006,11.985542163796316,2.6509721839080047,3.762949646104489,5.569435819641772,1.6667328722260435,2.3639066200044767,3.6218067582504943,6.250875202483302,7.5826613384747095,11.59575515133608,8.456462175314464,10.063074475291277,13.062848694774692,7.005300124717837,9.836938316169197,11.824549899982523,8.75000176018133,8.83693654261232,10.211610509746478,1.296443449633242,2.1921943115793603,4.311432206810588,0.027937382002849658,8.294928884670515,25.4408308352318
redandfull_sixflare_20ms_sample2,1.4124938726088043,2.307932267859957,4.402511996163322,0.10339371572120432,15.240281913761953,17.435470186829196,5.034872841760358,5.808287154723501,7.326296766960086,0.14670002051438427,1.1278664696861023,9.077653274289643,0.6470723439991771,3.003095480341283,10.306331469977968,5.3859963208014365,6.7666736822642255,8.862456040491882,2.842574245807448,3.544082751425338,4.612533902474187,1.465472074097547,1.9409772177699138,2.630700281844875,2.8610177979703035,4.020864777934998,7.120994333885679,4.896598748241649,6.40781954167527,9.22052375062513,5.409258994216867,7.845628141256998,12.416865866680297,9.217424686902575,9.321415154115682,10.752554929292934,1.4040089175632582,2.300298185387271,4.419814427837716,0.036844827041847994,9.389902408035947,26.31394488418028
redandfull_sixflare_45ms_sample3,1.3882310340934092,2.0571905461649242,3.43370729633396,0.7754979291998133,19.869228122871508,22.615369474438186,5.129061256824828,5.801246099857084,7.428870347718711,0.005348538013714929,0.00832740295221065,0.043225551159476946,0.6905220895923865,4.245703657678566,14.230531453898099,1.313616995437995,10.681801581569404,15.46811943937081,6.672835505222816,8.401748270747728,11.000795486788945,4.897597565371569,6.524411035172222,9.323800728385832,8.005823078868945,10.866967058256753,15.370649802616612,5.342182112528818,6.515195818217716,8.393258867888017,7.616265108568064,10.821641226213762,16.91482360769476,12.247847054360571,12.343794654620075,14.087097495406965,1.3700208216640428,2.0438790531795363,3.4490305013228792,0.02365816542297419,7.965815912120932,29.5398944769347
redandfull_sixflare_64ms_sample4,1.5615381402494506,2.428478830029584,4.280052897641553,0.3686827771863719,17.05282789466799,19.418466191966324,6.189211766023735,7.543979693453519,9.346956858310126,0.007278327843207201,0.014434408145367485,0.06914323195781145,0.6432443277161575,3.3339474211058433,11.903665381885938,5.3504567499294655,6.748842055069434,9.242194720833838,0.5074198360541592,5.764693928934392,12.434827498807211,3.05076138561121,3.6450813603548333,4.717090207711809,6.7418527957972465,9.135594693629384,14.11075499763544,5.1224924146432835,6.295537653082694,8.398603701729451,4.399065680907045,13.240078134413013,20.376278520798003,10.937543922381733,11.030018966728466,12.646665723978424,1.5501992835295089,2.4171214122938127,4.286577623337354,0.029869895767473446,7.7355510377076095,27.775273744294353
redandfull_sixflare_94ms_sample5,1.2937993030126795,2.134613110630349,3.986649082245397,0.19585596075191342,17.500391443483355,19.95414786633436,4.702117795886139,5.48566260726564,6.8200707168009345,0.008509878975699004,0.04175862899523917,0.21872034345477884,0.5416451108039785,3.045658292296114,11.029532215007231,5.181681361942364,6.250489880868872,8.437474575310542,4.496223179095704,10.09207721328767,14.028315668493361,2.6270577433061764,3.1113925377397265,4.082070785762261,3.919060968635495,5.276095495681334,8.296630038680213,4.345136436625692,5.7374263501359515,8.168925177433131,8.391510907876503,11.1421765244135,15.056702955083061,11.151176015541887,11.282937963899842,12.93207836597474,1.279713153311757,2.1179074661877313,3.991407306757063,0.026900745223756302,7.794707382721137,28.226563136773315
AVERAGE,0.8673008176385402,1.4075308273930836,2.5836136129251224,2.3646063265144983,13.358247286397518,15.257740324979636,4.80812127865877,5.631213730137079,7.1685906657591545,4.842664149897344,6.062174997460632,9.587555912564488,1.9833717621791056,7.103807081625334,17.476162915247503,5.255974698716615,7.5439951045436775,10.066647952783331,3.3838195943529215,4.805982661714661,6.698818520750891,2.3581484996185575,2.9609081810274573,4.096155789098407,4.963397355400735,6.841367869850741,10.457357474456307,6.296449589313641,8.358459938383032,11.27520944079697,5.624747370178639,8.534847274520434,11.948226682279067,8.746052085296522,8.832934527384648,10.10805463574148,0.8609901233334328,1.405658205224064,2.604223442546375,0.0627648762519828,10.808965404124068,28.25861691360917
