sample_id,flare_file,gt_file,loading_time_s,metrics_time_s,total_time_s,chamfer_distance,gaussian_distance,event_count_ratio,temporal_overlap,est_event_count,gt_event_count
composed_00504,Datasets/simu/background_with_flare_events_testoutput/composed_00504_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00504_bg_light.h5,0.21122288703918457,2.1673426628112793,2.3785693645477295,4.841716065108632,1.7978271584982886,0.8242801179273858,0.9999000099990001,367380,445698
composed_00505,Datasets/simu/background_with_flare_events_testoutput/composed_00505_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00505_bg_light.h5,0.4084296226501465,5.961870193481445,6.370302200317383,2.8624414424399207,1.467534950577901,0.4425261765893517,0.9998500224966256,725496,1639442
composed_00506,Datasets/simu/background_with_flare_events_testoutput/composed_00506_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00506_bg_light.h5,0.48043203353881836,25.71837878227234,26.198813676834106,6.669177439336547,1.614636295176353,0.22589962294936902,0.999830028895088,418667,1853332
composed_00507,Datasets/simu/background_with_flare_events_testoutput/composed_00507_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00507_bg_light.h5,0.38417577743530273,6.526298999786377,6.910477161407471,7.691494334923709,1.6103580752378472,0.4152838360362266,0.9998400255959048,643974,1550684
composed_00508,Datasets/simu/background_with_flare_events_testoutput/composed_00508_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00508_bg_light.h5,0.5680749416351318,10.132745504379272,10.700823545455933,2.3128211939419714,1.4159433572234057,0.5918469323154355,0.9998400255959048,1273277,2151362
composed_00509,Datasets/simu/background_with_flare_events_testoutput/composed_00509_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00509_bg_light.h5,0.35773253440856934,5.2812559604644775,5.638991355895996,2.7117180106817833,1.496930177052889,1.0478315873579545,0.9998500224966256,944222,901120
composed_00510,Datasets/simu/background_with_flare_events_testoutput/composed_00510_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00510_bg_light.h5,0.6383004188537598,11.381669282913208,12.019972085952759,2.0778049055287657,1.3788485120189722,0.46843210641612215,0.999830028895088,1243446,2654485
composed_00511,Datasets/simu/background_with_flare_events_testoutput/composed_00511_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00511_bg_light.h5,0.5112626552581787,6.9494969844818115,7.4607625007629395,8.077386515546399,1.732734774491921,0.22564036342284086,0.999830028895088,463049,2052155
composed_00512,Datasets/simu/background_with_flare_events_testoutput/composed_00512_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00512_bg_light.h5,0.5022201538085938,13.610661745071411,14.112883806228638,3.2067324925859575,1.4964539601354296,0.642970088361887,0.9998500224966256,1111712,1729026
composed_00513,Datasets/simu/background_with_flare_events_testoutput/composed_00513_bg_flare.h5,Datasets/simu/background_with_light_events_test/composed_00513_bg_light.h5,0.500800371170044,8.538055419921875,9.03887414932251,3.444051492294192,1.4850931499863353,0.4856899558696738,0.9998600195972566,913152,1880113
