sample_id,inputpfda_chamfer_distance,inputpfda_gaussian_distance,inputpfda_pmse_2,inputpfda_pmse_4,inputpfda_rf1,inputpfda_tf1,inputpfda_tpf1,inputpfda_event_count_ratio,inputpfda_temporal_overlap,inputpfdb_chamfer_distance,inputpfdb_gaussian_distance,inputpfdb_pmse_2,inputpfdb_pmse_4,inputpfdb_rf1,inputpfdb_tf1,inputpfdb_tpf1,inputpfdb_event_count_ratio,inputpfdb_temporal_overlap,output_full_chamfer_distance,output_full_gaussian_distance,output_full_pmse_2,output_full_pmse_4,output_full_rf1,output_full_tf1,output_full_tpf1,output_full_event_count_ratio,output_full_temporal_overlap,output_full_old_chamfer_distance,output_full_old_gaussian_distance,output_full_old_pmse_2,output_full_old_pmse_4,output_full_old_rf1,output_full_old_tf1,output_full_old_tpf1,output_full_old_event_count_ratio,output_full_old_temporal_overlap,output_nolight_chamfer_distance,output_nolight_gaussian_distance,output_nolight_pmse_2,output_nolight_pmse_4,output_nolight_rf1,output_nolight_tf1,output_nolight_tpf1,output_nolight_event_count_ratio,output_nolight_temporal_overlap,output_physics_chamfer_distance,output_physics_gaussian_distance,output_physics_pmse_2,output_physics_pmse_4,output_physics_rf1,output_physics_tf1,output_physics_tpf1,output_physics_event_count_ratio,output_physics_temporal_overlap,output_physics_noRandom_method_chamfer_distance,output_physics_noRandom_method_gaussian_distance,output_physics_noRandom_method_pmse_2,output_physics_noRandom_method_pmse_4,output_physics_noRandom_method_rf1,output_physics_noRandom_method_tf1,output_physics_noRandom_method_tpf1,output_physics_noRandom_method_event_count_ratio,output_physics_noRandom_method_temporal_overlap,output_physics_noRandom_noTen_method_chamfer_distance,output_physics_noRandom_noTen_method_gaussian_distance,output_physics_noRandom_noTen_method_pmse_2,output_physics_noRandom_noTen_method_pmse_4,output_physics_noRandom_noTen_method_rf1,output_physics_noRandom_noTen_method_tf1,output_physics_noRandom_noTen_method_tpf1,output_physics_noRandom_noTen_method_event_count_ratio,output_physics_noRandom_noTen_method_temporal_overlap,output_simple_chamfer_distance,output_simple_gaussian_distance,output_simple_pmse_2,output_simple_pmse_4,output_simple_rf1,output_simple_tf1,output_simple_tpf1,output_simple_event_count_ratio,output_simple_temporal_overlap,output_simple_old_chamfer_distance,output_simple_old_gaussian_distance,output_simple_old_pmse_2,output_simple_old_pmse_4,output_simple_old_rf1,output_simple_old_tf1,output_simple_old_tpf1,output_simple_old_event_count_ratio,output_simple_old_temporal_overlap,output_simple_timeRandom_method_chamfer_distance,output_simple_timeRandom_method_gaussian_distance,output_simple_timeRandom_method_pmse_2,output_simple_timeRandom_method_pmse_4,output_simple_timeRandom_method_rf1,output_simple_timeRandom_method_tf1,output_simple_timeRandom_method_tpf1,output_simple_timeRandom_method_event_count_ratio,output_simple_timeRandom_method_temporal_overlap,outputbaseline_chamfer_distance,outputbaseline_gaussian_distance,outputbaseline_pmse_2,outputbaseline_pmse_4,outputbaseline_rf1,outputbaseline_tf1,outputbaseline_tpf1,outputbaseline_event_count_ratio,outputbaseline_temporal_overlap,input_chamfer_distance,input_gaussian_distance,input_pmse_2,input_pmse_4,input_rf1,input_tf1,input_tpf1,input_event_count_ratio,input_temporal_overlap
redandfull_randomflare_204ms_sample11,0.941997252,0.55369416,0.123795746,0.108537449,0.30431765,0.432958535,0.457862211,2.466330819,0.99997,1.444675516,0.812039048,0.109838052,0.101602927,0.042240491,0.101585454,0.122665256,0.54504412,0.99997,0.983364163,0.59907221,0.092177133,0.086158878,0.192404141,0.354985994,0.332646438,0.351966979,0.99998,1.723821586,0.951017219,0.098732321,0.094307606,0.000751775,0.007986885,0.019747056,0.055132579,0.99998,1.528565895,0.861056331,0.098033793,0.093564539,0.012422229,0.043593106,0.074218953,0.052377368,0.99997,1.205710571,0.685297353,0.089143024,0.083402035,0.131866489,0.220518513,0.234774998,0.208561174,0.99999,0.769330895,0.470847059,0.079712068,0.074681933,0.247460618,0.320930008,0.291534127,0.252748124,0.99998,0.605722534,0.368610981,0.061559936,0.055763936,0.354200174,0.40978134,0.36309805,0.442278552,0.99999,0.597158276,0.330330445,0.056890106,0.051094057,0.351618705,0.363870716,0.328551931,0.373461331,0.99998,0.737660964,0.434886868,0.05980241,0.05331723,0.36344182,0.417618384,0.400983809,0.449866087,0.99999,0.931853541,0.536063493,0.066760966,0.0597733,0.321797444,0.404258811,0.38233484,0.425865314,0.99999,1.246069863,0.733497197,0.095165995,0.08461403,0.136420359,0.385401072,0.457351004,0.576014502,1.0,0.98157238,0.574203925,0.13070229,0.114462189,0.289166268,0.404589846,0.426036599,2.6252033,0.99999
redandfull_randomflare_230ms_sample12,1.001963007,0.591811609,0.179970244,0.160694116,0.335784219,0.412548509,0.447495728,2.826035173,0.999939999,1.446654923,0.817252351,0.151232371,0.140478635,0.037903118,0.099283861,0.12393337,0.650145286,0.999949998,0.435877475,0.258377841,0.083193582,0.07641746,0.414078464,0.323467518,0.296946247,0.404566857,0.999929999,1.585056184,0.873103389,0.129430461,0.123908082,0.015885938,0.036003723,0.063136676,0.051578177,0.999939999,1.239464023,0.713735168,0.128251567,0.122773543,0.02670058,0.055565568,0.092843024,0.039257017,0.999959998,1.030272693,0.570140631,0.115495828,0.108842793,0.211821336,0.208339935,0.296399786,0.196490113,0.999939999,0.406145095,0.26811219,0.085533367,0.07950591,0.445297435,0.392916042,0.355058572,0.328349743,0.999939999,0.372930069,0.250942065,0.074668455,0.068331096,0.492552209,0.437231358,0.394845152,0.488711486,0.999929999,0.899429979,0.507561971,0.106392518,0.099812067,0.239306615,0.25862839,0.272983672,0.195481403,0.999939999,0.970301652,0.550351053,0.108632028,0.101521808,0.220856618,0.298996373,0.325688437,0.224250926,0.999939999,0.652710554,0.367579418,0.082444386,0.075080356,0.381521858,0.401578657,0.397132242,0.342409309,0.999939999,1.262469707,0.744493011,0.126595704,0.112602228,0.138277745,0.38285995,0.455537159,0.649982326,0.999929999,1.031959155,0.60702193,0.189953512,0.169904074,0.323545628,0.393734348,0.42749183,2.983111112,0.999929999
redandfull_randomflare_240ms_sample13,1.132987499,0.658942886,0.103858431,0.093506731,0.291819712,0.341439685,0.368045609,3.336765527,0.99997,1.53811011,0.861391185,0.07274532,0.066722484,0.031817271,0.086193756,0.109694845,0.852936213,0.99997,1.321154045,0.75473497,0.05907134,0.054480278,0.124190693,0.229724733,0.231875415,0.465153133,0.99998,1.272810266,0.699140722,0.053018331,0.049459299,0.12982557,0.156700048,0.205935965,0.221899522,0.99996,1.652128633,0.915041473,0.059142344,0.055535138,0.015209096,0.039183845,0.067747016,0.182976052,0.99998,1.514012224,0.831697043,0.057284616,0.053168926,0.080520022,0.12334204,0.181105691,0.292968369,0.99999,0.601063546,0.352989469,0.04028713,0.036907735,0.355008619,0.287508452,0.249614616,0.339364827,0.99999,0.544458587,0.327184362,0.033268189,0.02952095,0.47355137,0.372267652,0.314844522,0.563743118,0.99999,1.524962251,0.837884051,0.057156118,0.053348558,0.063419694,0.106153739,0.160374935,0.235777479,0.99999,1.422278862,0.787842697,0.054448048,0.050048602,0.116663923,0.170450812,0.198647567,0.346721476,0.99998,0.945031227,0.53005784,0.040617554,0.036188208,0.33864551,0.359717704,0.344933648,0.492111439,1.0,1.378457576,0.794084451,0.058795054,0.050995069,0.120548837,0.307208856,0.361603544,0.833142753,1.0,1.166889086,0.675830844,0.110005605,0.098890373,0.276582996,0.31759158,0.341203627,3.582686565,1.0
redandfull_randomflare_263ms_sample14,0.994290808,0.589835196,0.177475178,0.15731408,0.275475822,0.416041638,0.450025562,2.789563616,0.99999,1.430648459,0.812743578,0.139894998,0.12898329,0.038570465,0.099293118,0.123277718,0.643138613,0.99999,1.194819584,0.708521368,0.117327636,0.110320967,0.10685295,0.310781315,0.294424748,0.256308547,0.99999,1.717916766,0.923168816,0.12049064,0.115467584,0.002304271,0.007597194,0.015653441,0.021446399,0.999899999,1.013904287,0.614425765,0.119135997,0.114022081,0.0155489,0.045578323,0.076368626,0.019359103,0.999909999,1.220753433,0.682420198,0.108236025,0.101374136,0.13362603,0.204834261,0.210908848,0.20054965,0.99999,1.135113689,0.620520639,0.118054536,0.112847933,0.04447758,0.114070648,0.157120234,0.043391293,0.99997,0.471334925,0.280104651,0.069040212,0.062450498,0.360049144,0.437859768,0.388800681,0.424692949,1.0,0.578547401,0.323723432,0.078493346,0.071737194,0.33280498,0.331875092,0.314065438,0.340726787,0.99999,0.645512098,0.371770404,0.07205961,0.06479303,0.353999827,0.441097551,0.417864419,0.379840501,0.99999,1.136123909,0.62976442,0.094681174,0.086381337,0.231989464,0.302342714,0.30969464,0.345892567,1.0,1.257182814,0.74237316,0.117753358,0.104056711,0.135992991,0.377549492,0.461752908,0.63170756,1.0,1.026316534,0.606104347,0.186964193,0.165873098,0.263780956,0.395173805,0.428677674,2.951042101,1.0
redandfull_randomflare_292ms_sample15,0.910975664,0.544394082,0.153560272,0.13657915,0.395951313,0.462644568,0.491534546,2.422603987,0.99999,1.376372621,0.780180621,0.147702444,0.138055709,0.047957887,0.10659601,0.128058848,0.553623437,0.99999,0.919992806,0.531801704,0.10506423,0.098015493,0.29992207,0.313559656,0.297149969,0.300851426,1.0,1.541030677,0.844209197,0.129793489,0.12470137,0.014547079,0.033802529,0.058935329,0.040460933,0.99999,1.371095912,0.772070633,0.129796132,0.124939737,0.009718418,0.022398414,0.039768013,0.018611903,0.99996,1.393685718,0.776284615,0.123975901,0.116932678,0.104390726,0.200806641,0.230947287,0.20750173,0.99999,0.370902653,0.242622078,0.078722116,0.07283103,0.498660513,0.467130977,0.413710283,0.399047835,0.99999,0.526814003,0.311202652,0.072003175,0.0652408,0.487871709,0.436447189,0.390544492,0.428961295,0.99999,0.71479262,0.424097725,0.097305319,0.090770274,0.368658627,0.386598035,0.370267769,0.301198868,1.0,0.736152704,0.428219642,0.075866801,0.067599741,0.467446975,0.494834823,0.481781505,0.473622098,1.0,1.156384573,0.661157079,0.115702525,0.107453178,0.229725231,0.29110855,0.318471157,0.349698512,0.99999,1.208059758,0.716812121,0.123702258,0.111097693,0.154336509,0.403309455,0.488944348,0.571813655,1.0,0.95319652,0.565986143,0.161920381,0.14388057,0.377821639,0.433289595,0.461134365,2.585304676,1.0
redandfull_randomflare_310ms_sample16,1.104963588,0.640749371,0.101517262,0.091931795,0.291268812,0.365172852,0.385155237,2.980482917,1.0,1.539832852,0.860415922,0.073800568,0.06815491,0.031927409,0.085806449,0.110795091,0.73550876,1.0,1.449753294,0.828670197,0.06457317,0.059986316,0.07817073,0.217183371,0.245586267,0.417188878,1.0,1.615361586,0.885580881,0.062432962,0.058595754,0.034159487,0.063281429,0.098292711,0.219340894,1.0,1.679263416,0.928459533,0.062780954,0.05902641,0.010553226,0.033663384,0.061082895,0.195137531,0.99999,1.633802587,0.900192681,0.062851642,0.058712428,0.029810098,0.076342862,0.122228304,0.262532569,1.0,0.70919093,0.40150318,0.042891438,0.039306055,0.32131485,0.284302151,0.247884078,0.337716882,1.0,0.706481751,0.409219382,0.040926331,0.036883785,0.39288028,0.358964019,0.308816329,0.52354139,1.0,1.303983695,0.721278956,0.054407491,0.050413371,0.139758993,0.172742807,0.250235038,0.292264813,1.0,1.351453191,0.74619678,0.056568055,0.0521141,0.143304777,0.219664117,0.245008251,0.354110788,1.0,1.370982384,0.769701215,0.058410594,0.054034564,0.114019584,0.23777656,0.300940008,0.331019458,1.0,1.36477476,0.788475219,0.061353882,0.053850733,0.121878574,0.314708902,0.372647386,0.752448591,0.99999,1.144908738,0.660754945,0.107465942,0.09700174,0.274082537,0.334732969,0.351921339,3.225619539,0.99999
redandfull_randomflare_324ms_sample17,0.916088839,0.539369711,0.140118298,0.125269748,0.333623234,0.478605384,0.492641909,2.212593348,0.999919999,1.435364772,0.803895895,0.12232082,0.113972895,0.04666713,0.108121335,0.126089336,0.457337931,0.999899999,1.160421372,0.699142544,0.11372582,0.10712841,0.1084059,0.320268648,0.304579032,0.298219887,0.99999,1.732402601,0.950527682,0.112773672,0.107942615,0.000672883,0.008027235,0.020410266,0.053024996,0.99996,1.501280197,0.848356519,0.11172927,0.107021292,0.010738901,0.038307886,0.06695157,0.038275231,0.99998,1.320485159,0.749305743,0.106148915,0.099592996,0.097512153,0.193875592,0.217050909,0.216725653,0.99999,1.250374298,0.735613894,0.111462483,0.105774607,0.077184932,0.21826413,0.227475622,0.168823235,1.0,0.642076049,0.395560625,0.079043245,0.072928138,0.319624301,0.382695185,0.341291874,0.405741867,0.99999,0.684831008,0.375804644,0.075958934,0.069997995,0.290996592,0.317451144,0.296322847,0.28271792,0.99999,0.755997,0.445038331,0.07164682,0.064877552,0.344627551,0.42988243,0.424787006,0.387214878,1.0,1.21554025,0.689653343,0.097764923,0.090535478,0.170347221,0.294598771,0.34193897,0.296887703,0.99999,1.227379907,0.721897092,0.107665995,0.096614407,0.142539837,0.411824865,0.486694019,0.517603324,1.0,0.9561501,0.559832924,0.146447405,0.130591598,0.318206247,0.446270031,0.457969544,2.350900947,1.0
redandfull_randomflare_351ms_sample18,1.020342052,0.604028843,0.183744457,0.163413936,0.26070313,0.414155839,0.449729953,2.797846964,0.99999,1.459454708,0.816869236,0.134313029,0.12345999,0.033585555,0.094086924,0.122062589,0.632725995,0.99999,0.668530593,0.40348849,0.08108267,0.074468468,0.283380884,0.357594004,0.325703366,0.317022819,0.99999,1.688948194,0.935994512,0.116503794,0.110441959,0.003230182,0.04171845,0.072167192,0.088725497,1.0,1.240785901,0.721385162,0.111823386,0.106461965,0.019648776,0.061512866,0.102228174,0.037425933,0.99999,1.281159309,0.728242683,0.10805542,0.101224631,0.085203495,0.207679502,0.226303824,0.194812943,1.0,0.513246243,0.326838107,0.078531942,0.072390385,0.302813696,0.395462926,0.361666521,0.350721991,0.99999,0.539263409,0.33189373,0.083421844,0.076509559,0.299998021,0.363289467,0.326141798,0.453131426,1.0,0.837600165,0.504660763,0.09388563,0.086961491,0.220548198,0.361115622,0.364822526,0.302334909,1.0,0.675202866,0.409396853,0.070024434,0.062331915,0.364735717,0.482715959,0.464901464,0.436794203,1.0,0.904189232,0.536183173,0.092994264,0.085277064,0.223115538,0.361057892,0.385645462,0.331508486,0.99999,1.268600354,0.746642508,0.112095846,0.098306116,0.128975452,0.371532363,0.455403183,0.639453569,1.0,1.047697138,0.617525657,0.193813089,0.172738409,0.251506812,0.394606022,0.42906026,2.970035313,1.0
redandfull_randomflare_376ms_sample19,1.000926709,0.597271068,0.1878638,0.168313253,0.289178693,0.422955892,0.457706615,2.713426118,1.0,1.441163952,0.811777625,0.152731627,0.141979596,0.036032682,0.094802191,0.124350388,0.621036391,1.0,1.51194117,0.866000667,0.133173582,0.127071574,0.025835291,0.200377029,0.247171729,0.11933828,1.0,1.75066154,0.953343112,0.13482253,0.128791234,0.000749739,0.009473238,0.021144086,0.08722028,1.0,0.941506798,0.574558225,0.129977861,0.124883392,0.017696038,0.048479148,0.080299688,0.017987761,0.999909998,1.724616815,0.946125483,0.135206026,0.128236425,0.003603433,0.020391088,0.040459205,0.157944896,0.99999,0.656356962,0.384844917,0.112534027,0.106942686,0.205856386,0.378515269,0.38424579,0.149079262,1.0,1.173183281,0.663363536,0.123775065,0.117362747,0.104658789,0.155534811,0.169654579,0.163525406,0.99999,1.553349738,0.852633143,0.129725486,0.123597804,0.028374539,0.06727145,0.113386159,0.102825227,1.0,0.765635542,0.43339272,0.107855287,0.100689965,0.300293423,0.459518375,0.487583542,0.257909586,1.0,1.274861697,0.71366497,0.120466612,0.112943527,0.135112172,0.231895737,0.277471561,0.247999629,1.0,1.26323817,0.743587342,0.127791014,0.114285375,0.137186238,0.376855392,0.464305481,0.619138062,0.99999,1.031323062,0.612055645,0.198065692,0.17767812,0.278400614,0.40107367,0.435682812,2.892486913,0.99999
redandfull_randomflare_380ms_sample20,1.055301717,0.625288338,0.202214211,0.182440668,0.308861291,0.394179292,0.428198785,2.97311413,0.99998,1.487472016,0.836504584,0.15432364,0.142990458,0.03587144,0.096888155,0.12220013,0.703299019,0.999909999,0.408636214,0.245091949,0.086534892,0.08012827,0.397272494,0.330193583,0.304662147,0.338950343,0.99999,1.270946059,0.719575194,0.127205527,0.121872944,0.04180523,0.088028507,0.143167113,0.045868651,0.99998,1.173036208,0.686619883,0.128426871,0.123104073,0.022268224,0.045205056,0.076191484,0.028764865,0.99996,0.992437765,0.553080362,0.112702586,0.105968919,0.239713359,0.221300311,0.293963724,0.215039598,0.99998,0.323888859,0.231376729,0.084143281,0.078391419,0.45897408,0.430733282,0.386857748,0.32809151,0.99998,0.323805105,0.232029988,0.07796579,0.071940559,0.489094148,0.458079026,0.407958475,0.458514463,0.99999,0.743295216,0.427949636,0.100751323,0.094411978,0.294010519,0.292925979,0.281476513,0.207542465,0.99999,0.775234446,0.454505857,0.102200308,0.095569491,0.271322159,0.334011689,0.345684265,0.221270052,0.99998,0.617337764,0.350015331,0.081568359,0.074427776,0.385546967,0.394099063,0.38971423,0.341706976,0.99999,1.292503702,0.75742615,0.128154206,0.113677783,0.132161619,0.371601754,0.442136682,0.684301256,1.0,1.079357285,0.63733789,0.212450716,0.192127106,0.29898344,0.379871581,0.413551914,3.12115218,0.99999
redandfull_sixflare_113ms_sample6,0.923002688,0.531476399,0.10243865,0.09116454,0.424292753,0.458585282,0.471668512,2.529594949,0.99999,1.256288712,0.713757674,0.092072436,0.086843473,0.054089566,0.106321327,0.120200592,0.407713202,0.99999,0.664889938,0.379408668,0.046039581,0.040821978,0.473809442,0.450796535,0.39386986,0.524644602,0.99999,1.651815373,0.907240408,0.086646342,0.083073099,0.009518911,0.020921277,0.039194774,0.071523526,1.0,1.657693216,0.910350803,0.086398092,0.083014894,0.006233116,0.018994357,0.037059855,0.053082985,1.0,1.166870686,0.650009651,0.074812815,0.070327549,0.174968937,0.294548375,0.28866162,0.224958933,1.0,0.371596696,0.216088184,0.045996663,0.041941361,0.480906505,0.448705854,0.388987769,0.412739578,1.0,0.441436227,0.249350758,0.030489624,0.025685054,0.603037642,0.512737231,0.437512532,0.593179181,0.99999,0.674027702,0.382236001,0.054220214,0.049676259,0.42735073,0.467178827,0.425516161,0.394741389,1.0,0.867333023,0.486215151,0.060731496,0.055432075,0.37755457,0.43799294,0.404389834,0.420429281,1.0,1.070374353,0.606779901,0.070138957,0.064702515,0.259060886,0.346325181,0.357154745,0.387778956,1.0,1.244203681,0.728687442,0.081861429,0.073636195,0.157618396,0.378266508,0.446506442,0.597518222,0.99999,0.958923244,0.550431676,0.106843141,0.094824111,0.407040059,0.425479808,0.430839459,2.670105389,0.99999
redandfull_sixflare_12ms_sample1,0.943240761,0.549122743,0.164797142,0.150906593,0.431981041,0.505643059,0.519721728,2.395838655,0.99999,1.258028729,0.714843356,0.135178417,0.128591464,0.055793054,0.108945434,0.120914998,0.346457632,0.99997,0.744278909,0.450521768,0.100323415,0.094679736,0.349763815,0.438117615,0.415495194,0.271200649,1.0,1.529499533,0.84491866,0.125473315,0.12095208,0.014213192,0.02584042,0.047442317,0.042787075,0.99999,1.565536314,0.867792897,0.125497358,0.120981161,0.009546835,0.025126455,0.046764322,0.038256036,0.99999,0.923499164,0.53872325,0.106734659,0.101153234,0.251354158,0.378436511,0.380687701,0.212363362,1.0,0.346086938,0.228918145,0.073578756,0.06836523,0.55736835,0.518094246,0.464174348,0.442777299,0.99999,0.427617996,0.256674394,0.058553752,0.052755228,0.568580717,0.502497794,0.438840212,0.479087632,0.99999,0.495739215,0.309879098,0.076564737,0.07071109,0.531904526,0.511278267,0.468239137,0.43919073,0.99999,0.693893844,0.399147034,0.080097951,0.07348924,0.448416328,0.537646008,0.505522071,0.37923921,1.0,1.103423282,0.639623251,0.114406575,0.108051766,0.207407251,0.348363749,0.377914709,0.2612845,0.99999,1.222894305,0.716433407,0.119190237,0.108147219,0.163704641,0.420920039,0.500445193,0.546430933,1.0,0.968320472,0.562182149,0.17009148,0.155580357,0.419718253,0.479620481,0.486700834,2.491915503,1.0
redandfull_sixflare_137ms_sample7,0.969427588,0.573642033,0.193974283,0.177808562,0.393348659,0.484791131,0.507952897,2.662798182,1.0,1.271509787,0.730617462,0.139887848,0.132338783,0.049885323,0.110380812,0.126337249,0.410936633,1.0,0.574665313,0.365653013,0.101063995,0.094706631,0.383275774,0.438349799,0.39842526,0.494981056,0.99999,0.576857526,0.355138364,0.100210601,0.094389941,0.374102914,0.489960077,0.461971767,0.26097347,1.0,1.553064606,0.86462732,0.126930523,0.122148071,0.009644467,0.021757316,0.040380687,0.035557139,1.0,0.71700452,0.429274668,0.094877502,0.088994053,0.351340143,0.388264844,0.362654629,0.277286177,0.99999,0.336321764,0.214144559,0.066030467,0.060316062,0.570406852,0.472385384,0.427259769,0.493433729,0.99999,0.619070701,0.37740998,0.090035349,0.083929585,0.398963116,0.406487463,0.375093522,0.353808002,0.99999,0.422635649,0.265288992,0.075871083,0.069873585,0.533090545,0.441504042,0.402140815,0.48383403,1.0,0.83588676,0.489025537,0.08664268,0.07853727,0.389558734,0.471826394,0.48512304,0.437704168,1.0,0.712693351,0.423937072,0.094676208,0.087546213,0.381464796,0.420222545,0.414235047,0.411601002,0.99999,1.223252714,0.723190642,0.12263501,0.11020864,0.154442375,0.416210588,0.493244699,0.605513704,0.99999,0.993179796,0.585727586,0.200691119,0.183875945,0.382260568,0.461937663,0.479441865,2.769981663,0.99999
redandfull_sixflare_141ms_sample8,1.268028666,0.730950489,0.163492665,0.150696257,0.181429335,0.310656624,0.342997739,4.665185115,0.99999,1.518740632,0.849349585,0.058894856,0.053548415,0.025722392,0.072932408,0.096956089,0.78297607,0.99999,1.068062798,0.618320002,0.037171448,0.033423615,0.193160308,0.317132845,0.295432672,0.38006756,0.99999,1.626008817,0.896640815,0.046312479,0.043192159,0.02284764,0.053311097,0.082109713,0.150099339,0.99999,1.571303155,0.877879722,0.044268179,0.0412832,0.016666562,0.050631175,0.082263973,0.11441995,0.99999,1.227615943,0.70113307,0.039864574,0.036268797,0.144156622,0.23437885,0.217218843,0.320507303,0.99999,0.601608037,0.363472617,0.031480703,0.028361097,0.281407586,0.323848361,0.286684616,0.386647885,0.99999,0.585895544,0.347829398,0.034616841,0.031028692,0.303927952,0.337881323,0.281330211,0.561813411,0.99999,0.774078284,0.449496028,0.029653758,0.025987709,0.285372698,0.332752411,0.299552167,0.495276171,0.99999,0.890191949,0.509636373,0.028078705,0.02400986,0.347202892,0.404268364,0.362463169,0.548614375,1.0,1.073479239,0.626915569,0.037178447,0.033054723,0.200575514,0.301164497,0.301126758,0.474951261,1.0,1.433327489,0.822812396,0.050892609,0.042272189,0.09635331,0.27078523,0.333233286,1.068663602,1.0,1.283058528,0.737839221,0.169717702,0.156425667,0.175430291,0.294704357,0.32247154,4.897496057,1.0
redandfull_sixflare_168ms_sample9,1.088299284,0.62931448,0.137356281,0.125601064,0.324767329,0.377350381,0.405246702,3.605984323,0.99997,1.396292569,0.786502802,0.078106475,0.072733051,0.042049468,0.087450083,0.105108508,0.617783824,0.99997,0.803175128,0.47404796,0.043002655,0.038656634,0.361126323,0.392922328,0.357636587,0.569064092,0.99999,0.634942743,0.367997121,0.04543808,0.041471062,0.388468643,0.44444731,0.39167727,0.368554587,0.99996,1.680456963,0.924602928,0.065701517,0.062519374,0.005861425,0.017388601,0.034309965,0.075720463,0.99998,1.508392523,0.830241596,0.063331075,0.05955185,0.055317556,0.116812131,0.1619434,0.167804661,0.99999,0.361513073,0.211665685,0.032732717,0.028892748,0.521391624,0.396689609,0.345724373,0.596679546,0.99999,0.63681488,0.365895784,0.040013325,0.035916361,0.382936036,0.3326637,0.283927638,0.477241057,0.99999,0.496307878,0.284602465,0.032748006,0.028602381,0.506762469,0.39979423,0.347903608,0.586922211,0.99999,0.916186642,0.517675448,0.041275463,0.035864341,0.380225418,0.401067298,0.395417759,0.569758014,0.99999,0.772098338,0.440354028,0.042193593,0.037297875,0.371671191,0.370545703,0.350278995,0.564289607,0.99999,1.332920942,0.77577534,0.066638978,0.057852931,0.130949657,0.330764129,0.391219426,0.847323969,1.0,1.112931346,0.641680454,0.142756346,0.130384257,0.313166972,0.355706917,0.37746703,3.777486758,1.0
redandfull_sixflare_180ms_sample10,1.199240694,0.696115501,0.176764944,0.163735753,0.272002873,0.348399251,0.378918437,4.007611931,0.99999,1.506958837,0.847080185,0.082784495,0.077162383,0.030438183,0.082460843,0.103473751,0.631131859,0.99999,1.042169958,0.598899882,0.061653605,0.057412983,0.214965218,0.280468205,0.279775171,0.352981302,0.99999,1.493501075,0.82375995,0.066647339,0.063310439,0.037865402,0.066092527,0.099970739,0.106554267,1.0,1.590515643,0.888431426,0.068305805,0.064796881,0.016517136,0.040847917,0.070719808,0.11265512,0.99999,0.822485289,0.455083514,0.050612254,0.046696958,0.340929464,0.307184773,0.347579959,0.313365883,0.99998,0.439785103,0.268149917,0.042061239,0.038480397,0.442973111,0.378713345,0.33614273,0.368093908,0.99999,0.407255929,0.258238242,0.037805409,0.0340043,0.51611313,0.44886123,0.383394884,0.539655543,0.99999,0.794034665,0.443528469,0.047513408,0.043591236,0.33547854,0.319804744,0.297902188,0.305343581,0.99999,0.928291311,0.517290753,0.052433074,0.04808095,0.298135377,0.366648451,0.34269165,0.347058276,0.99999,0.816343008,0.470235978,0.049999817,0.045496511,0.338771668,0.375947103,0.391401433,0.424670426,0.99999,1.377876377,0.79849316,0.071397083,0.061807105,0.120515984,0.31466368,0.372636025,0.926371187,1.0,1.217418599,0.704920611,0.183012095,0.16942443,0.263153015,0.330676154,0.356651874,4.179205485,1.0
redandfull_sixflare_20ms_sample2,1.167358419,0.674517741,0.312270492,0.288128722,0.295568589,0.373071228,0.410935329,3.902864606,0.99999,1.480946412,0.827390209,0.156463197,0.146573809,0.033943738,0.091060831,0.113908807,0.595069337,0.999909999,0.243470954,0.137750297,0.089592174,0.084089038,0.4053486,0.387374443,0.389781985,0.261575023,1.0,1.606606629,0.876380126,0.130366635,0.125303079,0.010061324,0.028218892,0.050423341,0.040740925,0.99999,1.343986926,0.757248349,0.130014712,0.125017595,0.014259117,0.032138598,0.056130862,0.027573715,0.999879999,0.477949187,0.262194682,0.09092218,0.085081798,0.403927704,0.368400204,0.351234563,0.251684372,0.99999,0.153654726,0.108819787,0.058132538,0.052802853,0.622428038,0.549111428,0.507940542,0.393802653,1.0,0.246876751,0.165186555,0.059862661,0.05394703,0.589972107,0.514577646,0.460063875,0.506167684,1.0,0.427058259,0.244378927,0.077285431,0.07109659,0.455211096,0.373931882,0.34445402,0.347166243,1.0,0.467851695,0.272032545,0.076095387,0.069399799,0.500107736,0.486277614,0.455470227,0.377421308,0.99999,0.533804517,0.303123952,0.09074581,0.084327087,0.378520665,0.398109121,0.391162713,0.298380786,0.99999,1.342625394,0.779085155,0.135083088,0.118189116,0.132720471,0.351372696,0.418732711,0.867638811,1.0,1.18163211,0.681402071,0.322787613,0.29817161,0.288952719,0.361866443,0.398395387,4.031183689,1.0
