sample_id,input_chamfer_distance,input_gaussian_distance,input_voxel_mse,input_pmse_2,input_pmse_4,input_rf1,input_tf1,input_tpf1,inputefr_chamfer_distance,inputefr_gaussian_distance,inputefr_voxel_mse,inputefr_pmse_2,inputefr_pmse_4,inputefr_rf1,inputefr_tf1,inputefr_tpf1,inputpfda_chamfer_distance,inputpfda_gaussian_distance,inputpfda_voxel_mse,inputpfda_pmse_2,inputpfda_pmse_4,inputpfda_rf1,inputpfda_tf1,inputpfda_tpf1,inputpfdb_chamfer_distance,inputpfdb_gaussian_distance,inputpfdb_voxel_mse,inputpfdb_pmse_2,inputpfdb_pmse_4,inputpfdb_rf1,inputpfdb_tf1,inputpfdb_tpf1,output_full_old_chamfer_distance,output_full_old_gaussian_distance,output_full_old_voxel_mse,output_full_old_pmse_2,output_full_old_pmse_4,output_full_old_rf1,output_full_old_tf1,output_full_old_tpf1,output_physics_noRandom_noTen_method_chamfer_distance,output_physics_noRandom_noTen_method_gaussian_distance,output_physics_noRandom_noTen_method_voxel_mse,output_physics_noRandom_noTen_method_pmse_2,output_physics_noRandom_noTen_method_pmse_4,output_physics_noRandom_noTen_method_rf1,output_physics_noRandom_noTen_method_tf1,output_physics_noRandom_noTen_method_tpf1,output_simple_chamfer_distance,output_simple_gaussian_distance,output_simple_voxel_mse,output_simple_pmse_2,output_simple_pmse_4,output_simple_rf1,output_simple_tf1,output_simple_tpf1,output_simple_old_chamfer_distance,output_simple_old_gaussian_distance,output_simple_old_voxel_mse,output_simple_old_pmse_2,output_simple_old_pmse_4,output_simple_old_rf1,output_simple_old_tf1,output_simple_old_tpf1,outputbaseline_chamfer_distance,outputbaseline_gaussian_distance,outputbaseline_voxel_mse,outputbaseline_pmse_2,outputbaseline_pmse_4,outputbaseline_rf1,outputbaseline_tf1,outputbaseline_tpf1
composed_00470,0.5896581317154839,0.36225873068740827,0.2314124345779419,0.10342547744512558,0.10043665468692779,0.8209492635553403,0.8871769803400691,0.9211335620597321,0.46635778249869775,0.3495167342044465,0.2179144285619259,0.05171994585543871,0.03000088455155492,0.20997372543251505,0.49433000598930066,0.5721808622410671,0.6622167062677793,0.41149253506605,0.2576167851686478,0.1072151392698288,0.10143346488475799,0.6970538462489817,0.747436539358698,0.7905491106552353,0.27303628760256243,0.14165360479327488,0.08913834542036056,0.029193501546978952,0.021526596136391164,0.7085384287444957,0.7309898507547392,0.7721892975225161,0.3353707613164215,0.22458721294419384,0.036802897602319716,0.013561177579686046,0.012353337835520506,0.9378486442075472,0.9514890633850681,0.9572026857534871,0.2723209145904555,0.18510884154043067,0.014864583499729633,0.005120564834214747,0.004302490339614451,0.960582539429422,0.9596992029416287,0.9626593693120936,0.29772117585464664,0.2002862127117803,0.021415120363235472,0.007727264473214745,0.006653475528582931,0.9460434989496302,0.9508905405424652,0.957444337360978,0.30238007923319515,0.199585583885493,0.01915690116584301,0.006277425214648247,0.00551833079662174,0.9533729728459435,0.9567194931935632,0.959852077407545,0.5224147557152113,0.3466440069927219,0.18748193383216857,0.03704579696059227,0.01835815906524658,0.316123409338421,0.7322579164010041,0.8137549363634253
composed_00471,0.36807970183626904,0.19121905428763955,0.08623762913048268,0.02853065941017121,0.020359847950749098,0.8351155876545345,0.8685574280002617,0.8629932800233717,0.4369958513436374,0.3062885591958384,0.22569254413247108,0.04388654138892889,0.019972826819866896,0.1572360209667376,0.4554958777855861,0.555411150334289,0.38792717576998187,0.20212751418037583,0.10541845932602882,0.030155151151120663,0.020096669532358648,0.7595536341893734,0.8091018716339728,0.8058930866994644,0.389139186749733,0.20782146758946568,0.13134130835533142,0.035699402540922166,0.02162952199578285,0.6459041937235719,0.7214357934696943,0.7502339232084095,0.3056221290694677,0.1878899289156659,0.029262450709939002,0.00734961936250329,0.004497891804203391,0.8879477494348695,0.9051053290398915,0.8937167053569975,0.20272254517581006,0.13947899501104774,0.018213541805744173,0.0037119547603651883,0.0020189208793453873,0.9193424129423938,0.9212353973471336,0.9047580918129776,0.27087637783670926,0.1739538655263614,0.02473234012722969,0.005197296151891351,0.0027298965025693176,0.9026736360562115,0.9124952961551511,0.9053831043625763,0.23890827169914394,0.15700428348220574,0.021045979857444764,0.004052093555219472,0.0020344009157270194,0.9110439867321245,0.9163322885530777,0.905559654432946,0.6847873657166603,0.39311777871848447,0.24980240166187287,0.0472627155482769,0.022962529584765433,0.23931627004917636,0.6649123750677308,0.7663368072872734
composed_00472,1.422734789427292,0.5262481206041314,4.0099327802658085,1.9431224942207337,1.911506962776184,0.5399838398222937,0.7425494732736672,0.821251830924761,1.2710347463363012,0.5803648248032071,1.038886420428753,0.4209321402013302,0.3890701252967119,0.1625306619558948,0.4281092241875615,0.5238888683828519,1.4521328341068616,0.5367601228802475,4.0244875192642215,1.9416975378990173,1.907417631149292,0.4596838413068295,0.6544727369457464,0.730033722241601,0.8317699000725499,0.34179311723657163,0.5355933383107185,0.23722470924258232,0.22269881553947926,0.5245394836215828,0.6110189404054452,0.673014487096841,0.3887370298403288,0.2384958721333291,0.16231933385133743,0.05790543593466282,0.0506028838455677,0.7395250417398003,0.811077309151172,0.8388550715098917,0.5121358522124432,0.3148707139919338,0.27332658171653745,0.08833094388246536,0.08130696080625058,0.7146043197114843,0.8258761173774577,0.8456676166119159,0.4639495129891721,0.2813244049666462,0.23986596763134002,0.08341053202748298,0.07597305923700333,0.717206361042997,0.8220328245613262,0.8507677940506444,0.3778658987678917,0.2255562569675642,0.11274308115243911,0.03916283026337623,0.0319802975282073,0.7626324256405523,0.8199735802813253,0.8503637978759698,1.2584903225094755,0.5534935733187221,0.9802713215351104,0.324403116106987,0.2866255924105644,0.2578802473532419,0.6247134438883452,0.7439815660933959
composed_00474,3.1093522223754086,0.7899354846042511,1.0140581157058477,0.4583947473205626,0.4331945995334536,0.3406902956558139,0.46362509225016896,0.5175803840735184,3.4018787228126746,0.7646469856444107,0.2988284267485142,0.11234200838953257,0.09783182386308908,0.06702592092237779,0.25467207088093763,0.3283260911281411,3.143332721651702,0.8003957819973003,1.0158535994589328,0.4554444822482765,0.42940021730028094,0.2982842111702693,0.41783868733735685,0.4687774297287156,3.298597628328035,0.7447349058361553,0.3408545680344105,0.1485057059675455,0.1347639742307365,0.28983511334900003,0.3702654717457913,0.4112581412502287,0.6760848344604022,0.2511860513892412,0.12368798702955246,0.0528127028606832,0.04884248292073608,0.5621331297546731,0.6092301470607694,0.6145584931207865,0.7156754829158994,0.3271251431383965,0.13131990432739257,0.04804454492405057,0.043948732689023016,0.6293585226265741,0.7449435182000134,0.7489928199115102,0.5383221302224929,0.2848035878717524,0.12428865730762481,0.04566401103511453,0.041374793462455275,0.6424747723783231,0.7478585259375202,0.7451869591855336,0.6391927108164162,0.28825834552402213,0.10823632590472698,0.041837260220199825,0.037795979809015987,0.6347094755299316,0.7227473327963903,0.7451306538087314,3.1675514134206746,0.7598478649348603,0.29515250623226164,0.08536320086568594,0.06694868495687842,0.15275732647568196,0.4075208924623158,0.4862450872964471
composed_00477,2.383188648231937,0.7824121270361285,2.2831674456596374,1.0180504381656648,0.9414702504873276,0.21585014177175776,0.3516145429084977,0.4787109656012092,2.241281431706956,0.7509520427024121,0.8646286800503731,0.3316251076757908,0.2852288633584976,0.10552450457275796,0.2645378969715427,0.35547762811622236,2.396071567150974,0.7883510254782563,2.280613422393799,1.0117103993892669,0.9344234734773635,0.19222698292938042,0.3280365108946737,0.45181013943171083,2.3850396106335765,0.6828396853533832,0.5493684828281402,0.22922914549708368,0.20195011124014856,0.27235966788400556,0.37859621535511556,0.464449169224205,1.0031306172199006,0.3881423052494177,0.3083598628640175,0.12905751615762712,0.11592198684811592,0.47067911434141757,0.5469205889861243,0.5808012684294183,0.5753368205908873,0.2691794857145616,0.2701961323618889,0.1079768069088459,0.09600049033761024,0.5290707341013634,0.5965050310378374,0.6019194844207372,1.2012881543339227,0.40552700286837584,0.29839713126420975,0.11304663121700287,0.09894655272364616,0.4683627525217938,0.5257557138253561,0.55241927429124,1.4126989164099086,0.4606716396122102,0.3079308271408081,0.11705452352762222,0.10210477337241172,0.4500679605156144,0.5186103133097308,0.5488753721455593,2.230816358697045,0.7412182952924677,0.7709144651889801,0.2504313915967941,0.20884789228439332,0.15369216813822628,0.36908577313759616,0.47139477627398263
composed_00478,1.1670364204477646,0.5559622851620127,0.614821708202362,0.2906441330909729,0.283665531873703,0.49856637425696776,0.6000218627586864,0.67192334752787,0.8624486656467065,0.43230373791883836,0.6975342780351639,0.2686150446534157,0.24253177270293236,0.15365104546819705,0.412026971828483,0.5079898709279318,1.207769845023408,0.5756934699945893,0.6377482891082764,0.2930905848741531,0.2834798783063889,0.44937084383703774,0.5532217224529232,0.6201627214234776,0.9379374877221998,0.4119020549747118,0.527955162525177,0.23351870626211166,0.21843506544828414,0.4429398962605025,0.5269294825991561,0.5827334317831074,0.24636727236295805,0.14559683943310248,0.31364428997039795,0.14860855042934418,0.1453389510512352,0.8510330607779203,0.8929807929794709,0.9060131015623956,0.16150238552224136,0.10343159904515731,0.24541340470314027,0.11572925001382828,0.11253203451633453,0.8914983364007739,0.9099298277352666,0.9139407974020936,0.2054135905196636,0.12917504485932443,0.23199544250965118,0.10801251158118248,0.10459330901503563,0.8811601532283131,0.9096038931519802,0.9142951474865528,0.22770439027221087,0.14140651789526723,0.35866129100322724,0.16391723603010178,0.16077280193567275,0.833736142516923,0.8982738651183707,0.9103355954504794,0.9343054256396974,0.46287575567004285,0.6092235565185546,0.21743989288806914,0.1924963638186455,0.2713863282686916,0.5822528638164518,0.6597905253112075
composed_00479,1.3343220447704849,0.7012276032758507,2.904527384415269,1.3979284989181906,1.385583307268098,0.2730135107770004,0.3969523012925017,0.500772199386371,1.315393001592559,0.6973203720689412,0.4719855710864067,0.2065487802028656,0.19846563413739204,0.09410318924007931,0.22723673255055724,0.3281294162403566,1.3363834942979758,0.7027090216406402,2.879885993897915,1.3866928332485258,1.3740056584589184,0.22781330359839802,0.33456387216696026,0.4309079395532248,1.4801401675497923,0.6609619302677621,0.6508762277662754,0.31146209137514236,0.3064448781311512,0.25580150319860717,0.30317838143042025,0.3614792537312495,0.4367674762442204,0.2853337025956157,0.2700164385139942,0.11701450506225228,0.11390768121927977,0.5520142259362696,0.6467006957095507,0.6347927201725974,0.4503079020694099,0.27452531124427176,0.2880307637155056,0.11125844493508338,0.10814293844159692,0.5511369517155276,0.6843248236812135,0.649956432227496,0.6212359957545543,0.3668948172907509,0.3621574655175209,0.1244683114811778,0.12109873539302499,0.5034008887708319,0.6824993881436983,0.649028516549994,0.4073597732401388,0.2507616955373406,0.2203901305794716,0.08942252672277391,0.08601364495698363,0.6069221812683852,0.6855411829480936,0.654421238316764,1.5090222964254856,0.7513969741104914,0.6964403510093689,0.23224691301584244,0.2099001169204712,0.13641313660016616,0.3449652441604311,0.4575897796210816
composed_00480,1.193909194088286,0.6090534912480338,0.6093734562397003,0.23941043093800546,0.19796260800212623,0.3078010734149309,0.4439488813275137,0.5368319397633385,1.0249678864248164,0.565837244227082,0.351890467107296,0.10500045865774155,0.07411219412460923,0.08764867890870358,0.25224524808572435,0.3520071547123869,1.2010852813990862,0.6231661110100759,0.5900080531835556,0.22797429263591767,0.18706720005720853,0.25861723677555026,0.39708044843523743,0.4985224616105248,1.1575389924044528,0.5718726603478604,0.5113029032945633,0.1941057737916708,0.15595841836184263,0.25113162982124876,0.3864515747738289,0.4861691818888879,0.6615964183318725,0.3750347699939789,0.13393432646989822,0.036739980429410936,0.02471396643668413,0.3067715345585914,0.42589674224773466,0.5062496727641721,0.5197022188955198,0.3198408783926017,0.1277235507965088,0.03488327004015446,0.023224353045225143,0.3048794444145838,0.4144326448066732,0.4776132201245728,0.826594565137517,0.4313629599086183,0.14023120403289796,0.03556997738778591,0.022502260841429235,0.32645598405146165,0.4502501179867668,0.5436474722509562,0.738124420854934,0.38001027218574307,0.12700846344232558,0.03235052525997162,0.020515645295381545,0.3306124047132113,0.44692069710709026,0.5312119962550074,1.2423137811054128,0.6050223152938546,0.3619523897767067,0.09816553629934788,0.07311828285455704,0.16971350856888784,0.3976277029353029,0.516235578599785
composed_00481,1.0036523833833704,0.5373978476379524,0.6690778017044068,0.3094569116830826,0.3013742581009865,0.5180508553457872,0.7031766030882082,0.7903943796915829,0.7573138534241315,0.4466622358632414,0.43930643051862717,0.16580960899591446,0.14979707077145576,0.1637265606219675,0.4245516555986455,0.5230610753879196,1.0393745959599077,0.5578970374309404,0.6854217946529388,0.3108593255281448,0.3009329527616501,0.44644139532659166,0.6229159859172763,0.7131715575955958,0.6876051417876372,0.3235270655571943,0.34889900386333467,0.15470657199621202,0.14666829258203506,0.5498985438454734,0.613018721097147,0.6709917860644935,0.3067886287494211,0.22050331416861887,0.20624300241470336,0.09289667010307312,0.08919205851852893,0.7989747743512013,0.8271282370904899,0.842379183760311,0.27155991287899134,0.1976370336402457,0.2009224474430084,0.08669369518756867,0.08302268162369728,0.8187813269068173,0.8371018578722123,0.8440209059195876,0.29168071979728116,0.2081757605564607,0.20529508143663405,0.08888228535652161,0.08517223224043846,0.8139292562893725,0.8427838463510449,0.8529286120409472,0.28617741194022467,0.20343716574803367,0.16539917290210723,0.06994208618998528,0.06637732088565826,0.822541474473946,0.8485401779662919,0.8563375540766824,0.9103943154507864,0.5203710550280125,0.4440773129463196,0.14233724027872086,0.12290452122688293,0.2305319629702683,0.6081365657614004,0.7184140829586312
composed_00482,2.1348805128607102,0.7996140041839721,1.1786775588989258,0.553229421377182,0.5378086745738984,0.21928408283089168,0.34874216910909545,0.45754124423053655,2.2394746134802013,0.7792280383882226,0.15031524747610092,0.049421526491642,0.03587161609902978,0.08302677890399499,0.26218911796296085,0.32208487933513164,2.1505360500650825,0.8051209026077222,1.1817935347557067,0.5525545358657837,0.5365399420261383,0.19111952472544386,0.30535482015631865,0.3909742213968865,2.085255661886191,0.7239412176027493,0.19677189439535142,0.08197734653949737,0.07081367596983909,0.3285737514726047,0.35669227210120347,0.43493134873034345,0.7696417273634936,0.4137835719955778,0.0879767268896103,0.03249110952019692,0.023248103260993958,0.6322538496406556,0.700500803537145,0.7650087244722583,0.558593680373192,0.36291349041613924,0.1273628741502762,0.051403879374265674,0.04203530550003052,0.6924068296067803,0.7791425732061962,0.8025465185248841,0.5986084673027788,0.3739560024264244,0.11837263852357864,0.04630392454564571,0.037125292047858235,0.6832409735817104,0.7753776762655711,0.7968415329335332,0.6080469913374692,0.375821013083699,0.14451358914375306,0.05950625538825989,0.050204582139849664,0.6675170133297432,0.7423308282543375,0.7818572990730102,2.2328387687036773,0.7986339260604107,0.21701074242591858,0.05472949221730232,0.03585105948150158,0.1459413424055938,0.381145686163768,0.44490196424685485
